"product_id","name","slug","description","price","sale_price","stock_quantity","average_rating","num_reviews","feature_text","is_active","is_new","created_at","updated_at","brand_id","category_id","short_description","base_price","review_count","sold_count","view_count","status","is_bestseller","tags"
"187","Fila Men Aruba Black Grey Sandal","fila-men-aruba-black-grey-sandal-4107","Fila Men Aruba Black Grey Sandal thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Summer, phong cách Casual.","299000.00","","43","3.90","77","Gender: men; Master: Footwear; SubCategory: Sandal; Type: Sandals; Color: Black; Season: Summer; Usage: Casual; Source ID: 4107","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","40","17","Fila Men Aruba Black Grey Sandal thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Summer, phong cách Casual.","299000.00","77","645","9675","active","False","men,footwear,sandal,sandals,black,summer,casual,fila"
"188","Coolers Men Black Sandals","coolers-men-black-sandals-44551","Coolers Men Black Sandals thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Summer, phong cách Casual.","299000.00","","89","4.20","271","Gender: men; Master: Footwear; SubCategory: Sandal; Type: Sandals; Color: Black; Season: Summer; Usage: Casual; Source ID: 44551","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","26","17","Coolers Men Black Sandals thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Summer, phong cách Casual.","299000.00","271","564","9024","active","False","men,footwear,sandal,sandals,black,summer,casual,coolers"
"189","Ganuchi Men Casual Black Slipper","ganuchi-men-casual-black-slipper-11962","Ganuchi Men Casual Black Slipper thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Fall, phong cách Casual.","299000.00","","42","3.80","264","Gender: men; Master: Footwear; SubCategory: Sandal; Type: Sandals; Color: Black; Season: Fall; Usage: Casual; Source ID: 11962","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","48","17","Ganuchi Men Casual Black Slipper thuộc nhóm Footwear > Sandal > Sandals, dành cho nam, màu Black, mùa Fall, phong cách Casual.","299000.00","264","371","6678","active","False","men,footwear,sandal,sandals,black,fall,casual,ganuchi"
"190","United Colors of Benetton Men Striped White Shirt","united-colors-of-benetton-men-striped-white-shirt-20032","United Colors of Benetton Men Striped White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Summer, phong cách Casual.","249000.00","","45","4.30","54","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: White; Season: Summer; Usage: Casual; Source ID: 20032","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","124","18","United Colors of Benetton Men Striped White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Summer, phong cách Casual.","249000.00","54","830","15770","active","True","men,apparel,topwear,shirts,white,summer,casual,united-colors-of-benetton"
"191","Elle Women Blue Shirt","elle-women-blue-shirt-57080","Elle Women Blue Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nữ, màu Blue, mùa Summer, phong cách Casual.","249000.00","","40","3.90","153","Gender: women; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Summer; Usage: Casual; Source ID: 57080","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","37","18","Elle Women Blue Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nữ, màu Blue, mùa Summer, phong cách Casual.","249000.00","153","752","5264","active","False","women,apparel,topwear,shirts,blue,summer,casual,elle"
"192","Indigo Nation Men White Shirt","indigo-nation-men-white-shirt-31656","Indigo Nation Men White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Summer, phong cách Casual.","249000.00","","93","4.70","49","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: White; Season: Summer; Usage: Casual; Source ID: 31656","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","60","18","Indigo Nation Men White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Summer, phong cách Casual.","249000.00","49","861","11193","active","True","men,apparel,topwear,shirts,white,summer,casual,indigo"
"193","Scullers Men Check Blue Shirts","scullers-men-check-blue-shirts-13856","Scullers Men Check Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","249000.00","","92","4.90","160","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Fall; Usage: Casual; Source ID: 13856","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","106","18","Scullers Men Check Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","249000.00","160","368","4784","active","False","men,apparel,topwear,shirts,blue,fall,casual,scullers"
"194","Wrangler Men Dirt Rider Check Black Shirts","wrangler-men-dirt-rider-check-black-shirts-10813","Wrangler Men Dirt Rider Check Black Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","249000.00","","80","4.20","27","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Black; Season: Fall; Usage: Casual; Source ID: 10813","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","132","18","Wrangler Men Dirt Rider Check Black Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","249000.00","27","535","2675","active","False","men,apparel,topwear,shirts,black,fall,casual,wrangler"
"195","Mark Taylor Men Blue & White Shirt","mark-taylor-men-blue-white-shirt-17557","Mark Taylor Men Blue & White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Formal.","249000.00","","20","4.80","249","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Fall; Usage: Formal; Source ID: 17557","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","76","18","Mark Taylor Men Blue & White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Formal.","249000.00","249","434","8680","active","False","men,apparel,topwear,shirts,blue,fall,formal,mark-taylor"
"196","Indigo Nation Men Formal Shirt White Shirts","indigo-nation-men-formal-shirt-white-shirts-14715","Indigo Nation Men Formal Shirt White Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Fall, phong cách Formal.","249000.00","","68","4.70","191","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: White; Season: Fall; Usage: Formal; Source ID: 14715","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","60","18","Indigo Nation Men Formal Shirt White Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Fall, phong cách Formal.","249000.00","191","952","7616","active","True","men,apparel,topwear,shirts,white,fall,formal,indigo"
"197","Scullers Men Check Black Shirts","scullers-men-check-black-shirts-13886","Scullers Men Check Black Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","249000.00","","39","4.60","199","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Black; Season: Fall; Usage: Casual; Source ID: 13886","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","106","18","Scullers Men Check Black Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","249000.00","199","356","5696","active","False","men,apparel,topwear,shirts,black,fall,casual,scullers"
"198","Femella Women Pink Shirt","femella-women-pink-shirt-39224","Femella Women Pink Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","249000.00","","28","4.80","216","Gender: women; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Pink; Season: Summer; Usage: Casual; Source ID: 39224","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","42","18","Femella Women Pink Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","249000.00","216","348","4872","active","False","women,apparel,topwear,shirts,pink,summer,casual,femella"
"199","John Players Men Check Green Shirt","john-players-men-check-green-shirt-22349","John Players Men Check Green Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Green, mùa Fall, phong cách Casual.","249000.00","","26","4.50","77","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Green; Season: Fall; Usage: Casual; Source ID: 22349","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","65","18","John Players Men Check Green Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Green, mùa Fall, phong cách Casual.","249000.00","77","869","8690","active","True","men,apparel,topwear,shirts,green,fall,casual,john-players"
"200","John Players Men Blue Striped Shirt","john-players-men-blue-striped-shirt-37787","John Players Men Blue Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Summer, phong cách Casual.","249000.00","","14","4.70","115","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Summer; Usage: Casual; Source ID: 37787","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","65","18","John Players Men Blue Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Summer, phong cách Casual.","249000.00","115","169","1014","active","False","men,apparel,topwear,shirts,blue,summer,casual,john-players"
"201","Mark Taylor Men Striped White Shirt","mark-taylor-men-striped-white-shirt-22405","Mark Taylor Men Striped White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Fall, phong cách Casual.","249000.00","","94","4.40","55","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: White; Season: Fall; Usage: Casual; Source ID: 22405","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","76","18","Mark Taylor Men Striped White Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu White, mùa Fall, phong cách Casual.","249000.00","55","4","56","active","False","men,apparel,topwear,shirts,white,fall,casual,mark-taylor"
"202","Mark Taylor Men Red Striped Shirt","mark-taylor-men-red-striped-shirt-9250","Mark Taylor Men Red Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Red, mùa Fall, phong cách Formal.","249000.00","","56","4.30","62","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Red; Season: Fall; Usage: Formal; Source ID: 9250","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","76","18","Mark Taylor Men Red Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Red, mùa Fall, phong cách Formal.","249000.00","62","347","4164","active","False","men,apparel,topwear,shirts,red,fall,formal,mark-taylor"
"203","Peter England Men Navy Blue Casual Shirt","peter-england-men-navy-blue-casual-shirt-39773","Peter England Men Navy Blue Casual Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Summer, phong cách Casual.","249000.00","","90","4.10","171","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Navy Blue; Season: Summer; Usage: Casual; Source ID: 39773","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","89","18","Peter England Men Navy Blue Casual Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Summer, phong cách Casual.","249000.00","171","220","1980","active","False","men,apparel,topwear,shirts,navy-blue,summer,casual,peter"
"204","Spykar Men Ranger Solid Navy Blue Shirts","spykar-men-ranger-solid-navy-blue-shirts-8819","Spykar Men Ranger Solid Navy Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Fall, phong cách Casual.","249000.00","","89","4.60","71","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Navy Blue; Season: Fall; Usage: Casual; Source ID: 8819","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","111","18","Spykar Men Ranger Solid Navy Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Fall, phong cách Casual.","249000.00","71","16","272","active","False","men,apparel,topwear,shirts,navy-blue,fall,casual,spykar"
"205","Indigo Nation Men Bling Purple Shirts","indigo-nation-men-bling-purple-shirts-11146","Indigo Nation Men Bling Purple Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Purple, mùa Fall, phong cách Casual.","249000.00","","32","4.30","197","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Purple; Season: Fall; Usage: Casual; Source ID: 11146","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","60","18","Indigo Nation Men Bling Purple Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Purple, mùa Fall, phong cách Casual.","249000.00","197","666","7992","active","False","men,apparel,topwear,shirts,purple,fall,casual,indigo"
"206","Arrow Sport Men Navy Blue Check Shirt","arrow-sport-men-navy-blue-check-shirt-26516","Arrow Sport Men Navy Blue Check Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Spring, phong cách Casual.","249000.00","","49","4.60","189","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Navy Blue; Season: Spring; Usage: Casual; Source ID: 26516","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","7","18","Arrow Sport Men Navy Blue Check Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Navy Blue, mùa Spring, phong cách Casual.","249000.00","189","840","14280","active","True","men,apparel,topwear,shirts,navy-blue,spring,casual,arrow"
"207","ADIDAS Men Blue & Black Check Shirt","adidas-men-blue-black-check-shirt-46396","ADIDAS Men Blue & Black Check Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Summer, phong cách Casual.","249000.00","","19","3.90","244","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Summer; Usage: Casual; Source ID: 46396","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","18","ADIDAS Men Blue & Black Check Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Summer, phong cách Casual.","249000.00","244","216","2376","active","False","men,apparel,topwear,shirts,blue,summer,casual,adidas"
"208","Lee Men Olive Green Shirt","lee-men-olive-green-shirt-2096","Lee Men Olive Green Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Green, mùa Winter, phong cách Casual.","249000.00","","18","4.80","234","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Green; Season: Winter; Usage: Casual; Source ID: 2096","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","70","18","Lee Men Olive Green Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Green, mùa Winter, phong cách Casual.","249000.00","234","942","14130","active","True","men,apparel,topwear,shirts,green,winter,casual,lee"
"209","Mark Taylor Men Grey & White Striped Shirt","mark-taylor-men-grey-white-striped-shirt-17553","Mark Taylor Men Grey & White Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Grey, mùa Fall, phong cách Formal.","249000.00","","42","4.40","99","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Grey; Season: Fall; Usage: Formal; Source ID: 17553","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","76","18","Mark Taylor Men Grey & White Striped Shirt thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Grey, mùa Fall, phong cách Formal.","249000.00","99","482","9158","active","False","men,apparel,topwear,shirts,grey,fall,formal,mark-taylor"
"210","Gini and Jony Men Check Blue Shirts","gini-and-jony-men-check-blue-shirts-13331","Gini and Jony Men Check Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","249000.00","","32","4.80","113","Gender: men; Master: Apparel; SubCategory: Topwear; Type: Shirts; Color: Blue; Season: Fall; Usage: Casual; Source ID: 13331","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","50","18","Gini and Jony Men Check Blue Shirts thuộc nhóm Apparel > Topwear > Shirts, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","249000.00","113","700","8400","active","True","men,apparel,topwear,shirts,blue,fall,casual,gini"
"211","ADIDAS Men M Rsp Black Shorts","adidas-men-m-rsp-black-shorts-9950","ADIDAS Men M Rsp Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Sports.","199000.00","","69","3.90","281","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Fall; Usage: Sports; Source ID: 9950","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men M Rsp Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Sports.","199000.00","281","729","14580","active","False","men,apparel,bottomwear,shorts,black,fall,sports,adidas"
"212","ADIDAS Men's Cr_Aess 3s Hsj Black White Short","adidas-men-s-cr-aess-3s-hsj-black-white-short-4786","ADIDAS Men's Cr_Aess 3s Hsj Black White Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","","58","4.10","198","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Sports; Source ID: 4786","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men's Cr_Aess 3s Hsj Black White Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","198","326","5542","active","False","men,apparel,bottomwear,shorts,black,summer,sports,adidas"
"213","ADIDAS Men Black 3/4 Length Pants","adidas-men-black-3-4-length-pants-32446","ADIDAS Men Black 3/4 Length Pants thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","","21","3.80","2","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Sports; Source ID: 32446","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men Black 3/4 Length Pants thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","2","879","4395","active","True","men,apparel,bottomwear,shorts,black,summer,sports,adidas"
"214","Jealous 21 Women Black Shorts","jealous-21-women-black-shorts-26987","Jealous 21 Women Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","199000.00","","61","4.20","198","Gender: women; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Casual; Source ID: 26987","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","63","19","Jealous 21 Women Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","199000.00","198","708","12744","active","False","women,apparel,bottomwear,shorts,black,summer,casual,jealous"
"215","ADIDAS Men's AP ST Black White Shorts","adidas-men-s-ap-st-black-white-shorts-4815","ADIDAS Men's AP ST Black White Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","","27","4.20","2","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Sports; Source ID: 4815","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men's AP ST Black White Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","2","339","6441","active","False","men,apparel,bottomwear,shorts,black,summer,sports,adidas"
"216","Jealous 21 Women Purple Shorts","jealous-21-women-purple-shorts-26986","Jealous 21 Women Purple Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Purple, mùa Summer, phong cách Casual.","199000.00","","28","4.60","151","Gender: women; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Purple; Season: Summer; Usage: Casual; Source ID: 26986","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","63","19","Jealous 21 Women Purple Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Purple, mùa Summer, phong cách Casual.","199000.00","151","652","10432","active","True","women,apparel,bottomwear,shorts,purple,summer,casual,jealous"
"217","Gini and Jony Kids Boys Solid Black Shorts","gini-and-jony-kids-boys-solid-black-shorts-13344","Gini and Jony Kids Boys Solid Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","199000.00","","62","4.30","225","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Fall; Usage: Casual; Source ID: 13344","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","50","19","Gini and Jony Kids Boys Solid Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","199000.00","225","634","12046","active","False","men,apparel,bottomwear,shorts,black,fall,casual,gini"
"218","ADIDAS Men Training Black Shorts","adidas-men-training-black-shorts-32429","ADIDAS Men Training Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","","80","4.20","152","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Sports; Source ID: 32429","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men Training Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Sports.","199000.00","152","108","1836","active","False","men,apparel,bottomwear,shorts,black,summer,sports,adidas"
"219","Nike Men Black Speed Fly Shorts","nike-men-black-speed-fly-shorts-25029","Nike Men Black Speed Fly Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Sports.","199000.00","","31","4.00","89","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Fall; Usage: Sports; Source ID: 25029","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","84","19","Nike Men Black Speed Fly Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Sports.","199000.00","89","175","1925","active","False","men,apparel,bottomwear,shorts,black,fall,sports,nike"
"220","Gini and Jony Kids Boys Solid Black Shorts","gini-and-jony-kids-boys-solid-black-shorts-13285","Gini and Jony Kids Boys Solid Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","199000.00","","53","3.80","146","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Fall; Usage: Casual; Source ID: 13285","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","50","19","Gini and Jony Kids Boys Solid Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Fall, phong cách Casual.","199000.00","146","3","24","active","False","men,apparel,bottomwear,shorts,black,fall,casual,gini"
"221","ADIDAS Men White Shorts","adidas-men-white-shorts-32426","ADIDAS Men White Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu White, mùa Summer, phong cách Sports.","199000.00","","84","4.40","132","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: White; Season: Summer; Usage: Sports; Source ID: 32426","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men White Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu White, mùa Summer, phong cách Sports.","199000.00","132","53","689","active","False","men,apparel,bottomwear,shorts,white,summer,sports,adidas"
"222","ADIDAS Men Stripe Navy Short","adidas-men-stripe-navy-short-2187","ADIDAS Men Stripe Navy Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Navy Blue, mùa Fall, phong cách Sports.","199000.00","","40","4.20","209","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Navy Blue; Season: Fall; Usage: Sports; Source ID: 2187","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","3","19","ADIDAS Men Stripe Navy Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Navy Blue, mùa Fall, phong cách Sports.","199000.00","209","34","272","active","False","men,apparel,bottomwear,shorts,navy-blue,fall,sports,adidas"
"223","Allen Solly Woman Black Shorts","allen-solly-woman-black-shorts-41159","Allen Solly Woman Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","199000.00","","92","4.00","85","Gender: women; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Casual; Source ID: 41159","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","5","19","Allen Solly Woman Black Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","199000.00","85","757","12112","active","False","women,apparel,bottomwear,shorts,black,summer,casual,allen"
"224","Proline Men Grey Sports Short SS11/VSSHT02 VG/PC/JR","proline-men-grey-sports-short-ss11-vssht02-vg-pc-jr-7432","Proline Men Grey Sports Short SS11/VSSHT02 VG/PC/JR thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Grey, mùa Summer, phong cách Sports.","199000.00","","29","4.00","193","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Grey; Season: Summer; Usage: Sports; Source ID: 7432","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","94","19","Proline Men Grey Sports Short SS11/VSSHT02 VG/PC/JR thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Grey, mùa Summer, phong cách Sports.","199000.00","193","522","6264","active","False","men,apparel,bottomwear,shorts,grey,summer,sports,proline"
"225","Puma Men Solid Black Short","puma-men-solid-black-short-15481","Puma Men Solid Black Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Casual.","199000.00","","34","4.00","126","Gender: men; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Black; Season: Summer; Usage: Casual; Source ID: 15481","1","False","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","96","19","Puma Men Solid Black Short thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nam, màu Black, mùa Summer, phong cách Casual.","199000.00","126","540","8100","active","False","men,apparel,bottomwear,shorts,black,summer,casual,puma"
"226","Kraus Jeans Women Beige Shorts","kraus-jeans-women-beige-shorts-57215","Kraus Jeans Women Beige Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Beige, mùa Fall, phong cách Casual.","199000.00","","25","3.80","205","Gender: women; Master: Apparel; SubCategory: Bottomwear; Type: Shorts; Color: Beige; Season: Fall; Usage: Casual; Source ID: 57215","1","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM","68","19","Kraus Jeans Women Beige Shorts thuộc nhóm Apparel > Bottomwear > Shorts, dành cho nữ, màu Beige, mùa Fall, phong cách Casual.","199000.00","205","598","8372","active","False","women,apparel,bottomwear,shorts,beige,fall,casual,kraus"
